fold,sample_id,base_mof_id,mof_name,target_column,aux_feature,ig_aux_importance
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_kr_selectivity,mean_atomic_radius_A,-0.003171909600496292
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_kr_selectivity,mean_atomic_number,-0.018999820575118065
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_kr_selectivity,metal_fraction,-0.024981554597616196
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,pore_volume_cm3_g,0.02970326505601406
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,void_fraction,0.022608991712331772
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,gravimetric_surface_area_m2_g,-0.0070048123598098755
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,volumetric_surface_area_m2_cm3,-0.00830016192048788
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,lcd_A,-0.05778371915221214
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,pld_A,-0.07984310388565063
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,density_g_cm3,0.050479255616664886
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,nsites,0.07457250356674194
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,nelements,-0.00582108274102211
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,open_metal_site,0.0
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,has_functional_group,-0.20628443360328674
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,mean_electronegativity_diff,0.00700488593429327
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,mean_atomic_radius_A,0.00017987925093621016
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,mean_atomic_number,-0.0028860201127827168
1,finetune_000005_v00,finetune_000005,CuHC4O3,i2_uptake_mmol_g,metal_fraction,0.05770992115139961
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,pore_volume_cm3_g,0.0666036382317543
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,void_fraction,0.16626493632793427
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,gravimetric_surface_area_m2_g,-0.025509968400001526
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.028033098205924034
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,lcd_A,0.37303951382637024
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,pld_A,0.35424572229385376
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,density_g_cm3,-0.12141867727041245
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,nsites,0.05426166206598282
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,nelements,0.0024386770091950893
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,open_metal_site,0.0
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,has_functional_group,0.011211388744413853
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,mean_electronegativity_diff,0.0001696911931503564
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,mean_atomic_radius_A,-0.018272746354341507
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,mean_atomic_number,0.060355473309755325
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_uptake_mmol_g,metal_fraction,-0.020525524392724037
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,pore_volume_cm3_g,0.06542957574129105
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,void_fraction,0.1649392694234848
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,gravimetric_surface_area_m2_g,-0.02447410672903061
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.03168646618723869
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,lcd_A,0.3848034739494324
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,pld_A,0.3460065424442291
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,density_g_cm3,-0.12653793394565582
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,nsites,0.057224202901124954
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,nelements,-0.011375367641448975
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,open_metal_site,-0.0
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,has_functional_group,0.002723099896684289
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,mean_electronegativity_diff,0.01040571928024292
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,mean_atomic_radius_A,-0.0032231418881565332
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,mean_atomic_number,0.04685651510953903
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,kr_uptake_mmol_g,metal_fraction,-0.01657799631357193
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,pore_volume_cm3_g,0.02357739768922329
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,void_fraction,0.11595821380615234
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,gravimetric_surface_area_m2_g,-0.006390704307705164
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,volumetric_surface_area_m2_cm3,0.030640967190265656
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,lcd_A,0.4466244876384735
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,pld_A,0.4428626298904419
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,density_g_cm3,-0.04933623969554901
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,nsites,0.04547364264726639
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,nelements,0.04409767687320709
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,open_metal_site,0.0
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,has_functional_group,-0.03579738736152649
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,mean_electronegativity_diff,0.07097020745277405
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,mean_atomic_radius_A,-0.016209525987505913
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,mean_atomic_number,0.14489732682704926
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,xe_kr_selectivity,metal_fraction,0.003361576935276389
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,pore_volume_cm3_g,0.052690550684928894
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,void_fraction,0.17023108899593353
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,gravimetric_surface_area_m2_g,-0.02332424931228161
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.029847098514437675
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,lcd_A,0.3450000584125519
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,pld_A,0.3501420021057129
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,density_g_cm3,-0.1077747568488121
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,nsites,0.06865639984607697
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,nelements,-0.06436645984649658
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,open_metal_site,-0.0
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,has_functional_group,-0.2856881618499756
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,mean_electronegativity_diff,-0.010635124519467354
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,mean_atomic_radius_A,0.006325654685497284
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,mean_atomic_number,0.03326293081045151
1,finetune_000025_v00,finetune_000025,Ho(CO2)4,i2_uptake_mmol_g,metal_fraction,-0.019974952563643456
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,pore_volume_cm3_g,-0.08829924464225769
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,void_fraction,-0.12312473356723785
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,gravimetric_surface_area_m2_g,0.05907762050628662
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.0012035324471071362
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,lcd_A,-0.12500682473182678
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,pld_A,-0.17175453901290894
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,density_g_cm3,0.14330130815505981
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,nsites,-0.07074326276779175
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,nelements,0.018837451934814453
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,open_metal_site,0.0
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,has_functional_group,0.0036901943385601044
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,mean_electronegativity_diff,0.0006941118626855314
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,mean_atomic_radius_A,0.07781298458576202
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,mean_atomic_number,-0.09076623618602753
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_uptake_mmol_g,metal_fraction,-0.0784585177898407
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,pore_volume_cm3_g,-0.08605913072824478
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,void_fraction,-0.1292823702096939
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,gravimetric_surface_area_m2_g,0.05475882813334465
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.0012431694194674492
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,lcd_A,-0.1369728446006775
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,pld_A,-0.17175471782684326
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,density_g_cm3,0.1441882699728012
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,nsites,-0.06702843308448792
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,nelements,0.026476984843611717
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,open_metal_site,0.0
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,has_functional_group,-0.00851390976458788
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,mean_electronegativity_diff,-0.0021160368341952562
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,mean_atomic_radius_A,0.044290415942668915
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,mean_atomic_number,-0.07442738860845566
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,kr_uptake_mmol_g,metal_fraction,-0.06146509572863579
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,pore_volume_cm3_g,-0.022878147661685944
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,void_fraction,-0.08515651524066925
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,gravimetric_surface_area_m2_g,0.008654052391648293
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,volumetric_surface_area_m2_cm3,0.0009164449875243008
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,lcd_A,-0.14878413081169128
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,pld_A,-0.17362001538276672
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,density_g_cm3,0.04801498353481293
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,nsites,-0.041151419281959534
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,nelements,-0.04429657757282257
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,open_metal_site,0.0
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,has_functional_group,-0.002175653353333473
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,mean_electronegativity_diff,-0.00847664289176464
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,mean_atomic_radius_A,0.12029290199279785
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,mean_atomic_number,-0.11423206329345703
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,xe_kr_selectivity,metal_fraction,0.033875007182359695
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,pore_volume_cm3_g,-0.07110011577606201
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,void_fraction,-0.10653718560934067
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,gravimetric_surface_area_m2_g,0.05399191379547119
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.0012011703802272677
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,lcd_A,-0.09886786341667175
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,pld_A,-0.13101200759410858
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,density_g_cm3,0.10339247435331345
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,nsites,-0.06698791682720184
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,nelements,0.053704675287008286
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,open_metal_site,0.0
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,has_functional_group,-0.14561474323272705
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,mean_electronegativity_diff,0.0014912927290424705
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,mean_atomic_radius_A,0.007102918811142445
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,mean_atomic_number,-0.03806338086724281
1,finetune_000192_v00,finetune_000192,ZnCrH18C14(N2O)2,i2_uptake_mmol_g,metal_fraction,-0.06290597468614578
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,pore_volume_cm3_g,0.16180379688739777
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,void_fraction,0.13951389491558075
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,gravimetric_surface_area_m2_g,0.015956584364175797
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.007034237962216139
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,lcd_A,-0.007413654122501612
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,pld_A,-0.03203960508108139
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,density_g_cm3,0.06288448721170425
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,nsites,0.07702988386154175
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,nelements,0.0006464671459980309
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,open_metal_site,0.0
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,has_functional_group,-0.0005990962381474674
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,mean_electronegativity_diff,-0.003375201253220439
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,mean_atomic_radius_A,-0.053088895976543427
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,mean_atomic_number,0.0240754596889019
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_uptake_mmol_g,metal_fraction,0.06849474459886551
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,pore_volume_cm3_g,0.16469500958919525
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,void_fraction,0.14233197271823883
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,gravimetric_surface_area_m2_g,0.015587527304887772
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.008250605314970016
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,lcd_A,-0.008059900254011154
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,pld_A,-0.03288181126117706
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,density_g_cm3,0.06615344434976578
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,nsites,0.08017973601818085
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,nelements,0.005797094199806452
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,open_metal_site,-0.0
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,has_functional_group,-0.014739377424120903
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,mean_electronegativity_diff,-0.010994236916303635
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,mean_atomic_radius_A,-0.02062382362782955
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,mean_atomic_number,0.021397965028882027
1,finetune_000231_v00,finetune_000231,NiPC3NO3,kr_uptake_mmol_g,metal_fraction,0.05845106020569801
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,pore_volume_cm3_g,0.04426911473274231
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,void_fraction,0.08420222252607346
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,gravimetric_surface_area_m2_g,0.0032795865554362535
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,volumetric_surface_area_m2_cm3,0.0071234130300581455
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,lcd_A,-0.008616422303020954
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,pld_A,-0.0374843031167984
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,density_g_cm3,0.019236041232943535
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,nsites,0.050078827887773514
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,nelements,-0.03129270300269127
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,open_metal_site,0.0
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,has_functional_group,-0.029645470902323723
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,mean_electronegativity_diff,-0.05245259776711464
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,mean_atomic_radius_A,-0.04742926359176636
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,mean_atomic_number,0.05005361884832382
1,finetune_000231_v00,finetune_000231,NiPC3NO3,xe_kr_selectivity,metal_fraction,-0.024769963696599007
1,finetune_000231_v00,finetune_000231,NiPC3NO3,i2_uptake_mmol_g,pore_volume_cm3_g,0.1368257701396942
1,finetune_000231_v00,finetune_000231,NiPC3NO3,i2_uptake_mmol_g,void_fraction,0.13703784346580505
1,finetune_000231_v00,finetune_000231,NiPC3NO3,i2_uptake_mmol_g,gravimetric_surface_area_m2_g,0.0145205557346344
1,finetune_000231_v00,finetune_000231,NiPC3NO3,i2_uptake_mmol_g,volumetric_surface_area_m2_cm3,0.0076096258126199245
1,finetune_000231_v00,finetune_000231,NiPC3NO3,i2_uptake_mmol_g,lcd_A,-0.007167980540543795
