sample_id,base_mof_id,mof_name,source,cif_path,formula,is_augmented,defect_fraction,n_removed,metal_substituted_to,functional_group,noise_sigma_A,augmentation_ops,open_metal_site,has_functional_group,pore_volume_cm3_g,void_fraction,gravimetric_surface_area_m2_g,volumetric_surface_area_m2_cm3,lcd_A,pld_A,density_g_cm3,nsites,nelements,mean_atomic_number,mean_atomic_radius_A,mean_electronegativity_diff,metal_fraction,graf_cif_path,mof_adi_norm,xe_uptake_mmol_g,label_source_xe_uptake_mmol_g,kr_uptake_mmol_g,label_source_kr_uptake_mmol_g,xe_kr_selectivity,label_source_xe_kr_selectivity,i2_uptake_mmol_g,label_source_i2_uptake_mmol_g,eslesme_durumu
finetune_000001_v03,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v03.cif,Er2H8C9O13,True,0.1009175959138497,3,,-CH3,0.1113712873055794,"defect,noise,functional",False,True,0.0248901275867923,0.05,9.997965149790057e+24,2.0084198272843243e+25,1.5,1.2,2.0088285938129107,32,4,9.4375,0.6125,0.7877935960643498,0.0625,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v03.cif,ERH4(CO2)4,0.028700590113128477,PROXY_PORE_CORRELATION,0.020309764669019584,PROXY_PORE_CORRELATION,3.4029341431666142,PROXY_PORE_CORRELATION,0.01808127143438771,PROXY_PORE_CORRELATION,TAM
finetune_000001_v04,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v04.cif,Er2H5C7NO15,True,0.154879392738601,5,,-NH2,0.112339549873818,"functional,defect,noise",False,True,0.0317080584662307,0.0655295902499135,1.273661866165368e+25,2.6322185666348777e+25,1.6956610718305092,1.2,2.066654138401533,30,5,10.333333333333334,0.6433333333333334,0.7556612997897934,0.0666666666666666,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v04.cif,ERH4(CO2)4,0.03328251041175914,PROXY_PORE_CORRELATION,0.024643952958617307,PROXY_PORE_CORRELATION,4.0921506411165005,PROXY_PORE_CORRELATION,0.02299862547744834,PROXY_PORE_CORRELATION,TAM
finetune_000001_v05,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v05.cif,ErH4(CO2)4,True,0.0,0,,,0.1373413797262537,"substitution,noise,defect",False,False,0.0236006670386222,0.05,9.4800095235009e+24,2.008419827284324e+25,1.5,1.2,2.118584187395024,34,4,9.411764705882351,0.6088235294117648,0.7877935960643498,0.0588235294117647,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v05.cif,ERH4(CO2)4,0.02695234553362579,PROXY_PORE_CORRELATION,0.01793168468731292,PROXY_PORE_CORRELATION,3.815964823823211,PROXY_PORE_CORRELATION,0.012281058832767824,PROXY_PORE_CORRELATION,TAM
finetune_000001_v06,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v06.cif,Er2H6C7O15,True,0.1462361855071992,4,,,0.1326770546042884,"defect,substitution,noise",False,False,0.0414101386426292,0.0839387729673932,1.6633788700089869e+25,3.371685918112601e+25,1.9191177927550327,1.2,2.027010189262765,30,4,10.133333333333333,0.6300000000000002,0.7877935960643498,0.0666666666666666,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v06.cif,ERH4(CO2)4,0.034326261016593175,PROXY_PORE_CORRELATION,0.029687689623159475,PROXY_PORE_CORRELATION,3.4835590584425318,PROXY_PORE_CORRELATION,0.017144527379513906,PROXY_PORE_CORRELATION,TAM
finetune_000002_v00,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v00.cif,LiC6N4F3,False,0.0,0,,,0.0,none,False,False,0.0397452774625822,0.05,8.573472372599009e+24,1.0785523362706943e+25,1.954323412334816,1.2,1.258011094451963,56,4,6.714285714285714,0.6964285714285714,1.0861946188413936,0.0714285714285714,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v00.cif,LIC6N4F3,0.039337489926029576,PROXY_PORE_CORRELATION,0.037408188738822436,PROXY_PORE_CORRELATION,3.3221078423441157,PROXY_PORE_CORRELATION,0.0219755927805875,PROXY_PORE_CORRELATION,TAM
finetune_000002_v01,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v01.cif,LiC6N5F3,True,0.0,0,,-NH2,0.1034665210312743,"noise,substitution,functional",False,True,0.0370432941875186,0.05,7.990626297822185e+24,1.0785523362706943e+25,1.954323412334816,1.2,1.349771965389809,60,4,6.733333333333333,0.6933333333333332,1.0861946188413936,0.0666666666666666,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v01.cif,LIC6N4F3,0.029684208140052747,PROXY_PORE_CORRELATION,0.026496482629204086,PROXY_PORE_CORRELATION,3.7585362088203254,PROXY_PORE_CORRELATION,0.028680680880750827,PROXY_PORE_CORRELATION,TAM
finetune_000002_v02,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v02.cif,LiC6N5F3,True,0.0,0,,-NH2,0.0794212128361168,"functional,substitution,defect,noise",False,True,0.0370432941875186,0.05,7.990626297822185e+24,1.0785523362706943e+25,1.954323412334816,1.2,1.349771965389809,60,4,6.733333333333333,0.6933333333333332,1.0861946188413936,0.0666666666666666,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v02.cif,LIC6N4F3,0.042509587752088435,PROXY_PORE_CORRELATION,0.031382387659538984,PROXY_PORE_CORRELATION,3.534784016708184,PROXY_PORE_CORRELATION,0.023747574851171148,PROXY_PORE_CORRELATION,TAM
finetune_000002_v03,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v03.cif,LiC6N5F3,True,0.0,0,,-NH2,0.118501816475727,"substitution,noise,functional",False,True,0.0370432941875186,0.05,7.990626297822185e+24,1.0785523362706943e+25,1.954323412334816,1.2,1.349771965389809,60,4,6.733333333333333,0.6933333333333332,1.0861946188413936,0.0666666666666666,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v03.cif,LIC6N4F3,0.043455700499587295,PROXY_PORE_CORRELATION,0.0270733296888512,PROXY_PORE_CORRELATION,3.1626707630730473,PROXY_PORE_CORRELATION,0.021046031981055566,PROXY_PORE_CORRELATION,TAM
finetune_000002_v04,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v04.cif,Li4C24(N5F4)3,True,0.0371058760094234,1,,,0.0643912517896576,"defect,noise",False,False,0.0404835066088571,0.05,8.732716126682603e+24,1.0785523362706948e+25,1.954323412334816,1.2,1.2350708767175016,55,4,6.709090909090909,0.6972727272727272,1.0861946188413936,0.0727272727272727,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v04.cif,LIC6N4F3,0.0363769422754281,PROXY_PORE_CORRELATION,0.03280648353098748,PROXY_PORE_CORRELATION,3.7493792612733072,PROXY_PORE_CORRELATION,0.021292040069434977,PROXY_PORE_CORRELATION,TAM
finetune_000002_v05,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v05.cif,LiC6N4F3,True,0.0,0,,,0.1461111631196966,noise,False,False,0.0397452774625822,0.05,8.573472372599009e+24,1.0785523362706943e+25,1.954323412334816,1.2,1.258011094451963,56,4,6.714285714285714,0.6964285714285714,1.0861946188413936,0.0714285714285714,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v05.cif,LIC6N4F3,0.03845010577923295,PROXY_PORE_CORRELATION,0.03061314180967835,PROXY_PORE_CORRELATION,3.9731930053548026,PROXY_PORE_CORRELATION,0.01746082739742129,PROXY_PORE_CORRELATION,TAM
finetune_000002_v06,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v06.cif,LiC7N4F3,True,0.0,0,,-CH3,0.0692278022252387,"substitution,defect,functional,noise",False,True,0.0374056700584695,0.05,8.068794566266617e+24,1.0785523362706943e+25,1.954323412334816,1.2,1.336695744838791,60,4,6.666666666666667,0.6966666666666669,1.0861946188413936,0.0666666666666666,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v06.cif,LIC6N4F3,0.04131794463181984,PROXY_PORE_CORRELATION,0.02547482764788255,PROXY_PORE_CORRELATION,3.528711344349437,PROXY_PORE_CORRELATION,0.02433038236601338,PROXY_PORE_CORRELATION,TAM
finetune_000003_v00,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v00.cif,NiPC3NO3,False,0.0,0,,,0.0,none,False,False,0.1803255305781985,0.2400645595842839,2.80745244448194e+25,3.737517546613345e+25,3.0524746918998127,1.6788610805448971,1.3312843656388382,54,5,10.22222222222222,0.7666666666666667,0.5554313638965664,0.1111111111111111,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v00.cif,NIPC3NO3,0.18202052202925945,PROXY_PORE_CORRELATION,0.17595927477876971,PROXY_PORE_CORRELATION,4.173780161471898,PROXY_PORE_CORRELATION,0.09974471217518076,PROXY_PORE_CORRELATION,TAM
finetune_000003_v01,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v01.cif,ZnPC3NO3,True,0.0,0,Zn,,0.1041203352664366,"substitution,noise",False,False,0.1679308040948415,0.2315622197159971,2.614481404536514e+25,3.605146302394618e+25,2.997932834073343,1.6488630587403388,1.3789144937650553,54,5,10.444444444444445,0.7666666666666667,0.6275221111642203,0.1111111111111111,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v01.cif,NIPC3NO3,0.21562661833678762,PROXY_PORE_CORRELATION,0.16092561474026446,PROXY_PORE_CORRELATION,4.735561093816088,PROXY_PORE_CORRELATION,0.09002472108948426,PROXY_PORE_CORRELATION,TAM
finetune_000003_v02,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v02.cif,Ni2P2C6(NO2)3,True,0.0,0,,-NH2,0.0509973404984985,"functional,noise",False,True,0.1497170027447474,0.206752495820136,2.3309143413498863e+25,3.2188886284256376e+25,2.8327837801387803,1.5580310790763292,1.3809553492907445,57,5,10.052631578947368,0.7605263157894736,0.5554313638965664,0.1052631578947368,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v02.cif,NIPC3NO3,0.16254429877231308,PROXY_PORE_CORRELATION,0.12784680876929572,PROXY_PORE_CORRELATION,3.4616986366479265,PROXY_PORE_CORRELATION,0.09128630771648694,PROXY_PORE_CORRELATION,TAM
finetune_000003_v03,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v03.cif,Ni6P4C18(NO3)5,True,0.1363293117661218,6,,,0.100774798062703,"defect,noise",False,False,0.2678711424903909,0.3173638414045273,4.170432724525918e+25,4.940974744310774e+25,3.5096739221827686,1.930320657200523,1.184763085915131,48,5,10.229166666666666,0.7697916666666668,0.5554313638965664,0.125,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v03.cif,NIPC3NO3,0.2914839296355546,PROXY_PORE_CORRELATION,0.2312370606932373,PROXY_PORE_CORRELATION,5.002921657540498,PROXY_PORE_CORRELATION,0.13835634789590873,PROXY_PORE_CORRELATION,TAM
finetune_000003_v04,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v04.cif,Co6P5C17N5O18,True,0.0700949503215895,3,Co,,0.1091177035099743,"substitution,defect,noise",False,False,0.2187579798730407,0.2768638563004337,3.405799630120433e+25,4.310438503450178e+25,3.278092306235916,1.8029507684297537,1.265617174107731,51,5,10.15686274509804,0.765686274509804,0.5632406235349152,0.1176470588235294,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v04.cif,NIPC3NO3,0.2613380316994308,PROXY_PORE_CORRELATION,0.25339930602372807,PROXY_PORE_CORRELATION,4.400139347002745,PROXY_PORE_CORRELATION,0.14456620377533613,PROXY_PORE_CORRELATION,TAM
finetune_000003_v05,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v05.cif,Ni2P2C6(NO2)3,True,0.0,0,,-NH2,0.0344772350883513,"functional,noise",False,True,0.1497170027447474,0.206752495820136,2.3309143413498863e+25,3.2188886284256376e+25,2.8327837801387803,1.5580310790763292,1.3809553492907445,57,5,10.052631578947368,0.7605263157894736,0.5554313638965664,0.1052631578947368,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v05.cif,NIPC3NO3,0.15056617179419582,PROXY_PORE_CORRELATION,0.1254584764195164,PROXY_PORE_CORRELATION,3.7819391832704645,PROXY_PORE_CORRELATION,0.11143651956140543,PROXY_PORE_CORRELATION,TAM
finetune_000003_v06,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v06.cif,Co2P2C6(NO2)3,True,0.0,0,Co,-NH2,0.1354762646863749,"substitution,functional,noise",False,True,0.1449440967683682,0.2004078375077659,2.256605914208688e+25,3.120109900691676e+25,2.788979984941657,1.5339389917179118,1.382656085870354,57,5,9.947368421052632,0.7605263157894736,0.5632406235349152,0.1052631578947368,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v06.cif,NIPC3NO3,0.18862040942871514,PROXY_PORE_CORRELATION,0.09574448634455737,PROXY_PORE_CORRELATION,4.427647651150697,PROXY_PORE_CORRELATION,0.11862378906076665,PROXY_PORE_CORRELATION,TAM
finetune_000004_v00,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v00.cif,CuH8(C2N)4,False,0.0,0,,,0.0,none,False,False,0.055565211083506,0.0637476421433295,3.752883638938055e+25,4.305526399621553e+25,1.7305181678393635,1.2,1.1472581656807983,21,4,5.380952380952381,0.55,0.4242861652234256,0.0476190476190476,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v00.cif,CUH8(C2N)4,0.052425500727162566,PROXY_PORE_CORRELATION,0.03364303440295652,PROXY_PORE_CORRELATION,3.7178842204997755,PROXY_PORE_CORRELATION,0.02346241793959884,PROXY_PORE_CORRELATION,TAM
finetune_000004_v01,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v01.cif,CuH8C9N4,True,0.0,0,,-CH3,0.1106927486660148,"functional,noise",False,True,0.0413616353566139,0.05,2.7935717615879872e+25,3.3770083526705606e+25,1.5326009917783558,1.2,1.208849688096404,22,4,5.409090909090909,0.5568181818181818,0.4242861652234256,0.0454545454545454,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v01.cif,CUH8(C2N)4,0.04417740753242597,PROXY_PORE_CORRELATION,0.031211574286767296,PROXY_PORE_CORRELATION,4.466980489140784,PROXY_PORE_CORRELATION,0.027601942500203994,PROXY_PORE_CORRELATION,TAM
