sample_id,base_mof_id,mof_name,source,cif_path,formula,is_augmented,defect_fraction,n_removed,metal_substituted_to,functional_group,noise_sigma_A,augmentation_ops,open_metal_site,has_functional_group,pore_volume_cm3_g,void_fraction,gravimetric_surface_area_m2_g,volumetric_surface_area_m2_cm3,lcd_A,pld_A,density_g_cm3,nsites,nelements,mean_atomic_number,mean_atomic_radius_A,mean_electronegativity_diff,metal_fraction
finetune_000001_v03,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v03.cif,Er2H8C9O13,True,0.10091759591384973,3,,-CH3,0.1113712873055794,"defect,noise,functional",False,True,0.02489012758679235,0.05,9.997965149790055e+24,2.0084198272843243e+25,1.5,1.2,2.0088285938129107,32,4,9.4375,0.6125,0.7877935960643498,0.0625
finetune_000001_v04,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v04.cif,Er2H5C7NO15,True,0.15487939273860107,5,,-NH2,0.11233954987381804,"functional,defect,noise",False,True,0.03170805846623076,0.06552959024991356,1.273661866165368e+25,2.6322185666348777e+25,1.6956610718305092,1.2,2.066654138401533,30,5,10.333333333333334,0.6433333333333334,0.7556612997897934,0.06666666666666667
finetune_000001_v05,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v05.cif,ErH4(CO2)4,True,0.0,0,,,0.1373413797262537,"substitution,noise,defect",False,False,0.023600667038622233,0.05,9.4800095235009e+24,2.008419827284324e+25,1.5,1.2,2.1185841873950237,34,4,9.411764705882353,0.6088235294117648,0.7877935960643498,0.058823529411764705
finetune_000001_v06,finetune_000001,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000001_v06.cif,Er2H6C7O15,True,0.1462361855071992,4,,,0.1326770546042884,"defect,substitution,noise",False,False,0.041410138642629254,0.08393877296739327,1.6633788700089869e+25,3.371685918112601e+25,1.9191177927550331,1.2,2.027010189262765,30,4,10.133333333333333,0.6300000000000002,0.7877935960643498,0.06666666666666667
finetune_000002_v00,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v00.cif,LiC6N4F3,False,0.0,0,,,0.0,none,False,False,0.039745277462582225,0.05,8.573472372599009e+24,1.0785523362706945e+25,1.954323412334816,1.2,1.258011094451963,56,4,6.714285714285714,0.6964285714285714,1.0861946188413936,0.07142857142857142
finetune_000002_v01,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v01.cif,LiC6N5F3,True,0.0,0,,-NH2,0.1034665210312743,"noise,substitution,functional",False,True,0.03704329418751869,0.05,7.990626297822185e+24,1.0785523362706945e+25,1.954323412334816,1.2,1.349771965389809,60,4,6.733333333333333,0.6933333333333332,1.0861946188413936,0.06666666666666667
finetune_000002_v02,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v02.cif,LiC6N5F3,True,0.0,0,,-NH2,0.07942121283611685,"functional,substitution,defect,noise",False,True,0.03704329418751869,0.05,7.990626297822185e+24,1.0785523362706945e+25,1.954323412334816,1.2,1.349771965389809,60,4,6.733333333333333,0.6933333333333332,1.0861946188413936,0.06666666666666667
finetune_000002_v03,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v03.cif,LiC6N5F3,True,0.0,0,,-NH2,0.11850181647572709,"substitution,noise,functional",False,True,0.03704329418751869,0.05,7.990626297822185e+24,1.0785523362706945e+25,1.954323412334816,1.2,1.349771965389809,60,4,6.733333333333333,0.6933333333333332,1.0861946188413936,0.06666666666666667
finetune_000002_v04,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v04.cif,Li4C24(N5F4)3,True,0.037105876009423465,1,,,0.0643912517896576,"defect,noise",False,False,0.040483506608857175,0.05,8.732716126682603e+24,1.0785523362706948e+25,1.954323412334816,1.2,1.2350708767175016,55,4,6.709090909090909,0.6972727272727272,1.0861946188413936,0.07272727272727272
finetune_000002_v05,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v05.cif,LiC6N4F3,True,0.0,0,,,0.14611116311969666,noise,False,False,0.039745277462582225,0.05,8.573472372599009e+24,1.0785523362706945e+25,1.954323412334816,1.2,1.258011094451963,56,4,6.714285714285714,0.6964285714285714,1.0861946188413936,0.07142857142857142
finetune_000002_v06,finetune_000002,LiC6N4F3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000002_v06.cif,LiC7N4F3,True,0.0,0,,-CH3,0.06922780222523872,"substitution,defect,functional,noise",False,True,0.03740567005846954,0.05,8.068794566266617e+24,1.0785523362706945e+25,1.954323412334816,1.2,1.336695744838791,60,4,6.666666666666667,0.6966666666666669,1.0861946188413936,0.06666666666666667
finetune_000003_v00,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v00.cif,NiPC3NO3,False,0.0,0,,,0.0,none,False,False,0.18032553057819853,0.24006455958428397,2.8074524444819397e+25,3.7375175466133446e+25,3.0524746918998127,1.6788610805448971,1.3312843656388382,54,5,10.222222222222221,0.7666666666666667,0.5554313638965664,0.1111111111111111
finetune_000003_v01,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v01.cif,ZnPC3NO3,True,0.0,0,Zn,,0.10412033526643667,"substitution,noise",False,False,0.16793080409484154,0.2315622197159971,2.614481404536514e+25,3.605146302394618e+25,2.997932834073343,1.6488630587403388,1.3789144937650553,54,5,10.444444444444445,0.7666666666666667,0.6275221111642203,0.1111111111111111
finetune_000003_v02,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v02.cif,Ni2P2C6(NO2)3,True,0.0,0,,-NH2,0.05099734049849858,"functional,noise",False,True,0.1497170027447474,0.206752495820136,2.3309143413498863e+25,3.2188886284256376e+25,2.8327837801387803,1.5580310790763292,1.3809553492907445,57,5,10.052631578947368,0.7605263157894736,0.5554313638965664,0.10526315789473684
finetune_000003_v03,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v03.cif,Ni6P4C18(NO3)5,True,0.13632931176612184,6,,,0.10077479806270306,"defect,noise",False,False,0.26787114249039096,0.31736384140452734,4.170432724525918e+25,4.940974744310774e+25,3.5096739221827686,1.930320657200523,1.184763085915131,48,5,10.229166666666666,0.7697916666666668,0.5554313638965664,0.125
finetune_000003_v04,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v04.cif,Co6P5C17N5O18,True,0.07009495032158955,3,Co,,0.10911770350997434,"substitution,defect,noise",False,False,0.21875797987304077,0.27686385630043375,3.405799630120433e+25,4.310438503450178e+25,3.2780923062359157,1.8029507684297539,1.265617174107731,51,5,10.156862745098039,0.765686274509804,0.5632406235349152,0.11764705882352941
finetune_000003_v05,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v05.cif,Ni2P2C6(NO2)3,True,0.0,0,,-NH2,0.03447723508835131,"functional,noise",False,True,0.1497170027447474,0.206752495820136,2.3309143413498863e+25,3.2188886284256376e+25,2.8327837801387803,1.5580310790763292,1.3809553492907445,57,5,10.052631578947368,0.7605263157894736,0.5554313638965664,0.10526315789473684
finetune_000003_v06,finetune_000003,NiPC3NO3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000003_v06.cif,Co2P2C6(NO2)3,True,0.0,0,Co,-NH2,0.1354762646863749,"substitution,functional,noise",False,True,0.14494409676836828,0.20040783750776592,2.256605914208688e+25,3.120109900691676e+25,2.7889799849416574,1.5339389917179118,1.382656085870354,57,5,9.947368421052632,0.7605263157894736,0.5632406235349152,0.10526315789473684
finetune_000004_v00,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v00.cif,CuH8(C2N)4,False,0.0,0,,,0.0,none,False,False,0.05556521108350604,0.06374764214332951,3.752883638938055e+25,4.305526399621553e+25,1.7305181678393637,1.2,1.1472581656807983,21,4,5.380952380952381,0.55,0.4242861652234256,0.047619047619047616
finetune_000004_v01,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v01.cif,CuH8C9N4,True,0.0,0,,-CH3,0.11069274866601483,"functional,noise",False,True,0.041361635356613975,0.05,2.7935717615879872e+25,3.3770083526705606e+25,1.5326009917783558,1.2,1.2088496880964041,22,4,5.409090909090909,0.5568181818181818,0.4242861652234256,0.045454545454545456
finetune_000004_v02,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v02.cif,NiH8C9N4,True,0.0,0,Ni,-CH3,0.032973345019391614,"noise,functional,substitution",False,True,0.042230967712577505,0.05,2.8522866141346992e+25,3.377008352670561e+25,1.5326009917783558,1.2,1.1839652915438328,22,4,5.363636363636363,0.5568181818181818,0.421218470630147,0.045454545454545456
finetune_000004_v03,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v03.cif,CuH8C9N4,True,0.0,0,,-CH3,0.12813791126930021,"functional,noise",False,True,0.041361635356613975,0.05,2.7935717615879872e+25,3.3770083526705606e+25,1.5326009917783558,1.2,1.2088496880964041,22,4,5.409090909090909,0.5568181818181818,0.4242861652234256,0.045454545454545456
finetune_000004_v04,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v04.cif,CuH8C8N5,True,0.0,0,,-NH2,0.05835210927339964,"functional,noise",False,True,0.04101435775843585,0.05,2.770116574593129e+25,3.3770083526705606e+25,1.5326009917783558,1.2,1.2190852845846645,22,4,5.454545454545454,0.5545454545454546,0.4242861652234256,0.045454545454545456
finetune_000004_v05,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v05.cif,NiH8C9N4,True,0.0,0,Ni,-CH3,0.09720689714834765,"functional,substitution,noise",False,True,0.042230967712577505,0.05,2.8522866141346992e+25,3.377008352670561e+25,1.5326009917783558,1.2,1.1839652915438328,22,4,5.363636363636363,0.5568181818181818,0.421218470630147,0.045454545454545456
finetune_000004_v06,finetune_000004,CuH8(C2N)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000004_v06.cif,CuH8(C2N)4,True,0.0,0,,,0.05852572504451727,noise,False,False,0.05556521108350604,0.06374764214332951,3.752883638938055e+25,4.305526399621553e+25,1.7305181678393637,1.2,1.1472581656807983,21,4,5.380952380952381,0.55,0.4242861652234256,0.047619047619047616
finetune_000005_v00,finetune_000005,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000005_v00.cif,CuHC4O3,False,0.0,0,,,0.0,none,False,False,0.14306361389834307,0.18913494331402203,2.5852239851953995e+25,3.417753673141659e+25,2.7268008935398664,1.4997404914469266,1.3220338712288924,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000005_v01,finetune_000005,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000005_v01.cif,ZnHC4O3,True,0.0,0,Zn,,0.11443897210267334,"substitution,noise",False,False,0.13224532090732105,0.17686096140228846,2.389732554794834e+25,3.1959572878314488e+25,2.6368385027361887,1.4502611765049038,1.3373702766106526,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000005_v02,finetune_000005,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000005_v02.cif,Co6H6C28O17,True,0.033118023671376236,1,Co,-CH3,0.05349259226516696,"substitution,functional,defect,noise",False,True,0.0929986179806302,0.12350447841404255,1.68052694352029e+25,2.2317815912430844e+25,2.203478887905081,1.2119133883477946,1.3280248792489167,57,4,8.280701754385966,0.6912280701754385,0.5829397481729994,0.10526315789473684
finetune_000005_v03,finetune_000005,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000005_v03.cif,Cu3H3C11O9,True,0.06040826318440248,2,,,0.03357985296155821,"noise,defect",False,False,0.17310267719805134,0.22314252461915052,3.1280433983159855e+25,4.032285995322281e+25,2.9618203450074754,1.6290011897541117,1.289076103449557,52,4,8.76923076923077,0.6884615384615386,0.577510822409416,0.11538461538461539
finetune_000005_v04,finetune_000005,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000005_v04.cif,Co6H6C23O18,True,0.08960642223988884,4,Co,-CH3,0.046323293426508774,"defect,functional,substitution,noise",False,True,0.15491633018646014,0.196369137346719,2.7994079108127816e+25,3.5484788199296807e+25,2.77846005182688,1.5281530285047842,1.2675819076682588,53,4,8.49056603773585,0.6886792452830192,0.5829397481729994,0.11320754716981132
finetune_000005_v05,finetune_000005,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000005_v05.cif,Cu6H5(C8O5)3,True,0.10366227397418706,4,,,0.06789977821061768,"defect,noise",False,False,0.18345952362505655,0.23020438957711264,3.3151962813202175e+25,4.159897078057177e+25,3.0083221481427267,1.6545771814784997,1.2547966168689633,50,4,8.86,0.703,0.577510822409416,0.12
finetune_000005_v06,finetune_000005,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000005_v06.cif,Ni3H3C14O9,True,0.0,0,Ni,-CH3,0.11901850962875012,"noise,substitution,functional",False,True,0.08806685502933603,0.11871432404043802,1.5914077641317187e+25,2.1452213426795987e+25,2.1603250564601,1.2,1.3480023103004302,58,4,8.379310344827585,0.6896551724137931,0.5748260606479145,0.10344827586206896
finetune_000006_v00,finetune_000006,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000006_v00.cif,Ho(CO2)4,False,0.0,0,,,0.0,none,False,False,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000006_v01,finetune_000006,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000006_v01.cif,Ho(CO2)4,True,0.0,0,,,0.056340498113801166,noise,False,False,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000006_v02,finetune_000006,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000006_v02.cif,Ho2C9O16,True,0.0,0,,-CH3,0.09648234024848526,"functional,noise",False,True,0.12952345876697718,0.22218162834662825,2.108439506345835e+25,3.616769712991286e+25,4.534497269418265,2.4939734981800457,1.715377511237948,54,3,11.703703703703704,0.7185185185185188,0.9079035680560402,0.07407407407407407
finetune_000006_v03,finetune_000006,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000006_v03.cif,Ho2C8NO16,True,0.0,0,,-NH2,0.08411395786600448,"substitution,functional,defect,noise",False,True,0.13346213653976627,0.22959644159866344,2.172555025634546e+25,3.7374712858306406e+25,4.609540641960254,2.5352473530781396,1.7203114497590337,54,4,11.74074074074074,0.7166666666666667,0.8327214420200791,0.07407407407407407
finetune_000006_v04,finetune_000006,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000006_v04.cif,Ho2C9O16,True,0.0,0,,-CH3,0.045991337331723704,"substitution,functional,noise",False,True,0.12952345876697718,0.22218162834662825,2.108439506345835e+25,3.616769712991286e+25,4.534497269418265,2.4939734981800457,1.715377511237948,54,3,11.703703703703704,0.7185185185185188,0.9079035680560402,0.07407407407407407
finetune_000006_v05,finetune_000006,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000006_v05.cif,Ho(CO2)4,True,0.0,0,,,0.11240690394696615,"noise,substitution",False,False,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000006_v06,finetune_000006,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000006_v06.cif,Ho2C8NO16,True,0.0,0,,-NH2,0.13895342958531084,"functional,noise",False,True,0.13346213653976627,0.22959644159866344,2.172555025634546e+25,3.7374712858306406e+25,4.609540641960254,2.5352473530781396,1.7203114497590337,54,4,11.74074074074074,0.7166666666666667,0.8327214420200791,0.07407407407407407
finetune_000007_v00,finetune_000007,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000007_v00.cif,CoHC4O3,False,0.0,0,,,0.0,none,False,False,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000007_v01,finetune_000007,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000007_v01.cif,Co6H6(C4O3)5,True,0.16373636645074977,7,,,0.08097092322247082,"defect,noise",False,False,0.3165744483189362,0.337470189976636,5.292273307746408e+25,5.64159390644867e+25,3.9369073434391946,2.165299038891557,1.066005774530003,47,4,8.680851063829786,0.693617021276596,0.5829397481729994,0.1276595744680851
finetune_000007_v02,finetune_000007,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000007_v02.cif,Zn6H6C26O17,True,0.046485376747257834,2,Zn,-CH3,0.13476370966603485,"defect,functional,substitution,noise",False,True,0.1749883101173442,0.218281868924172,2.9253338913463926e+25,3.6490857509402332e+25,3.1662581261740006,1.7414419693957004,1.2474082913184081,55,4,8.690909090909091,0.6909090909090911,0.6504229393248673,0.10909090909090909
